attack,switches,rate,image,label,score
spa,110,0.1,52297.png,stego,0.121276
chi,110,0.1,52566.png,stego,0.013192
rs,110,0.1,52566.png,stego,0.056051
spa,110,0.1,52566.png,stego,0.026475
chi,110,0.1,52744.png,stego,0.0
rs,110,0.1,52744.png,stego,0.146199
spa,110,0.1,52744.png,stego,0.116595
chi,110,0.1,52773.png,stego,0.0
rs,110,0.1,52773.png,stego,0.392411
spa,110,0.1,52773.png,stego,0.318819
chi,110,0.1,53270.png,stego,0.99922
rs,110,0.1,53270.png,stego,-0.006046
spa,110,0.1,53270.png,stego,0.021616
chi,110,0.1,53355.png,stego,0.0
rs,110,0.1,53355.png,stego,0.086566
spa,110,0.1,53355.png,stego,0.074739
chi,110,0.1,53529.png,stego,0.0
rs,110,0.1,53529.png,stego,0.065949
spa,110,0.1,53529.png,stego,0.079615
chi,110,0.1,53965.png,stego,0.0
rs,110,0.1,53965.png,stego,0.013315
spa,110,0.1,53965.png,stego,0.009303
chi,110,0.1,54041.png,stego,0.0
rs,110,0.1,54041.png,stego,0.118325
spa,110,0.1,54041.png,stego,0.110522
chi,110,0.1,54988.png,stego,0.000154
rs,110,0.1,54988.png,stego,0.005777
spa,110,0.1,54988.png,stego,0.000708
chi,110,0.1,55109.png,stego,0.0
rs,110,0.1,55109.png,stego,-0.015008
spa,110,0.1,55109.png,stego,0.007046
chi,110,0.1,55303.png,stego,0.0
rs,110,0.1,55303.png,stego,0.015512
spa,110,0.1,55303.png,stego,0.013686
chi,110,0.1,55393.png,stego,0.0
rs,110,0.1,55393.png,stego,0.034755
spa,110,0.1,55393.png,stego,0.010642
chi,110,0.1,55445.png,stego,0.0
rs,110,0.1,55445.png,stego,-0.057145
spa,110,0.1,55445.png,stego,-0.064624
chi,110,0.1,55462.png,stego,0.0
rs,110,0.1,55462.png,stego,0.000439
spa,110,0.1,55462.png,stego,0.019976
chi,110,0.1,55519.png,stego,0.0
rs,110,0.1,55519.png,stego,-0.047616
spa,110,0.1,55519.png,stego,-0.028585
chi,110,0.1,56058.png,stego,0.922375
rs,110,0.1,56058.png,stego,0.068675
spa,110,0.1,56058.png,stego,0.0255
chi,110,0.1,56156.png,stego,0.0
rs,110,0.1,56156.png,stego,1.36727
spa,110,0.1,56156.png,stego,0.384162
chi,110,0.1,56499.png,stego,0.0
rs,110,0.1,56499.png,stego,0.008384
spa,110,0.1,56499.png,stego,0.012167
chi,110,0.1,56960.png,stego,0.0
rs,110,0.1,56960.png,stego,0.033289
spa,110,0.1,56960.png,stego,0.050283
chi,110,0.1,56986.png,stego,0.970572
rs,110,0.1,56986.png,stego,0.035053
spa,110,0.1,56986.png,stego,0.011668
chi,110,0.1,57155.png,stego,0.795703
rs,110,0.1,57155.png,stego,-0.003488
spa,110,0.1,57155.png,stego,0.008368
chi,110,0.1,57913.png,stego,0.0
rs,110,0.1,57913.png,stego,0.043385
spa,110,0.1,57913.png,stego,0.02732
chi,110,0.1,57955.png,stego,0.0
rs,110,0.1,57955.png,stego,0.022436
spa,110,0.1,57955.png,stego,0.023475
chi,110,0.1,58801.png,stego,0.999031
rs,110,0.1,58801.png,stego,0.010222
spa,110,0.1,58801.png,stego,0.021402
chi,110,0.1,58879.png,stego,0.042392
rs,110,0.1,58879.png,stego,-0.001139
spa,110,0.1,58879.png,stego,0.0092
chi,110,0.1,59178.png,stego,0.0
rs,110,0.1,59178.png,stego,0.005885
spa,110,0.1,59178.png,stego,0.012289
chi,110,0.1,59471.png,stego,1e-06
rs,110,0.1,59471.png,stego,0.023202
spa,110,0.1,59471.png,stego,-0.014698
chi,110,0.1,59639.png,stego,0.0
rs,110,0.1,59639.png,stego,0.005878
spa,110,0.1,59639.png,stego,0.014161
chi,110,0.1,59930.png,stego,0.06501
rs,110,0.1,59930.png,stego,0.047827
spa,110,0.1,59930.png,stego,0.019847
chi,110,0.1,60069.png,stego,0.0
rs,110,0.1,60069.png,stego,-0.001197
spa,110,0.1,60069.png,stego,0.017395
chi,110,0.1,60590.png,stego,0.0
rs,110,0.1,60590.png,stego,0.000819
spa,110,0.1,60590.png,stego,0.017541
chi,110,0.1,60947.png,stego,0.0
rs,110,0.1,60947.png,stego,1.058506
spa,110,0.1,60947.png,stego,0.410532
chi,110,0.1,61349.png,stego,0.0
rs,110,0.1,61349.png,stego,0.164146
spa,110,0.1,61349.png,stego,0.203104
chi,110,0.1,62297.png,stego,0.0
rs,110,0.1,62297.png,stego,0.325306
spa,110,0.1,62297.png,stego,0.323687
chi,110,0.1,63654.png,stego,0.0
rs,110,0.1,63654.png,stego,0.904956
spa,110,0.1,63654.png,stego,0.296052
chi,110,0.1,63700.png,stego,0.999984
rs,110,0.1,63700.png,stego,0.053375
spa,110,0.1,63700.png,stego,0.011449
chi,110,0.1,64687.png,stego,0.899837
rs,110,0.1,64687.png,stego,-0.010257
spa,110,0.1,64687.png,stego,0.009554
chi,110,0.1,65436.png,stego,0.0
rs,110,0.1,65436.png,stego,0.950693
spa,110,0.1,65436.png,stego,0.36803
chi,110,0.1,66245.png,stego,0.153569
rs,110,0.1,66245.png,stego,0.01169
spa,110,0.1,66245.png,stego,-0.016487
chi,110,0.1,66470.png,stego,0.0
rs,110,0.1,66470.png,stego,-0.000635
spa,110,0.1,66470.png,stego,0.008235
chi,110,0.1,66541.png,stego,0.0
rs,110,0.1,66541.png,stego,0.082694
spa,110,0.1,66541.png,stego,0.087935
chi,110,0.1,66543.png,stego,0.0
rs,110,0.1,66543.png,stego,0.003223
spa,110,0.1,66543.png,stego,0.009832
chi,110,0.1,66563.png,stego,0.0
rs,110,0.1,66563.png,stego,0.020473
spa,110,0.1,66563.png,stego,-0.009911
chi,110,0.1,67001.png,stego,0.0
rs,110,0.1,67001.png,stego,0.005193
spa,110,0.1,67001.png,stego,-0.005047
chi,110,0.1,67840.png,stego,0.0
rs,110,0.1,67840.png,stego,1.109154
spa,110,0.1,67840.png,stego,0.532968
chi,110,0.1,68523.png,stego,0.0
rs,110,0.1,68523.png,stego,0.026828
spa,110,0.1,68523.png,stego,0.03533
chi,110,0.1,69164.png,stego,0.964032
rs,110,0.1,69164.png,stego,0.009785
spa,110,0.1,69164.png,stego,0.053526
chi,110,0.1,69515.png,stego,0.980007
rs,110,0.1,69515.png,stego,0.020474
spa,110,0.1,69515.png,stego,0.062011
chi,110,0.1,69823.png,stego,0.0
rs,110,0.1,69823.png,stego,0.007021
spa,110,0.1,69823.png,stego,0.013338
chi,110,0.1,70011.png,stego,0.525608
rs,110,0.1,70011.png,stego,0.051938
spa,110,0.1,70011.png,stego,0.033017
chi,110,0.1,70283.png,stego,0.534425
rs,110,0.1,70283.png,stego,-0.057695
spa,110,0.1,70283.png,stego,-0.031856
chi,110,0.1,70293.png,stego,0.0
rs,110,0.1,70293.png,stego,0.10954
spa,110,0.1,70293.png,stego,0.064118
chi,110,0.1,70576.png,stego,0.0
rs,110,0.1,70576.png,stego,0.006113
spa,110,0.1,70576.png,stego,0.005814
chi,110,0.1,70679.png,stego,0.0
rs,110,0.1,70679.png,stego,0.014803
spa,110,0.1,70679.png,stego,0.022347
chi,110,0.1,70698.png,stego,0.949044
rs,110,0.1,70698.png,stego,0.061559
spa,110,0.1,70698.png,stego,0.02479
chi,110,0.1,70856.png,stego,0.0
rs,110,0.1,70856.png,stego,0.008636
spa,110,0.1,70856.png,stego,0.014075
chi,110,0.1,71427.png,stego,0.0
rs,110,0.1,71427.png,stego,0.014799
spa,110,0.1,71427.png,stego,0.007635
chi,110,0.1,71483.png,stego,0.0
rs,110,0.1,71483.png,stego,0.012902
spa,110,0.1,71483.png,stego,0.003023
chi,110,0.1,71820.png,stego,0.0
rs,110,0.1,71820.png,stego,0.156029
spa,110,0.1,71820.png,stego,0.12452
chi,110,0.1,72358.png,stego,0.0
rs,110,0.1,72358.png,stego,0.110312
spa,110,0.1,72358.png,stego,0.070776
chi,110,0.1,72604.png,stego,0.0
rs,110,0.1,72604.png,stego,0.048979
spa,110,0.1,72604.png,stego,0.052927
chi,110,0.1,72668.png,stego,0.0
rs,110,0.1,72668.png,stego,-0.02014
spa,110,0.1,72668.png,stego,0.006337
chi,110,0.1,72693.png,stego,0.0
rs,110,0.1,72693.png,stego,0.304259
spa,110,0.1,72693.png,stego,0.227705
chi,110,0.1,73001.png,stego,0.0
rs,110,0.1,73001.png,stego,0.070499
spa,110,0.1,73001.png,stego,0.076469
chi,110,0.1,73386.png,stego,0.0
rs,110,0.1,73386.png,stego,0.084727
spa,110,0.1,73386.png,stego,0.108296
chi,110,0.1,73564.png,stego,0.0
rs,110,0.1,73564.png,stego,0.00682
spa,110,0.1,73564.png,stego,-0.000272
chi,110,0.1,73793.png,stego,0.0
rs,110,0.1,73793.png,stego,0.012243
spa,110,0.1,73793.png,stego,0.005472
chi,110,0.1,74086.png,stego,0.0
rs,110,0.1,74086.png,stego,0.013643
spa,110,0.1,74086.png,stego,0.018347
chi,110,0.1,74594.png,stego,0.994518
rs,110,0.1,74594.png,stego,-0.024435
spa,110,0.1,74594.png,stego,-0.072684
chi,110,0.1,75526.png,stego,0.645906
rs,110,0.1,75526.png,stego,-0.018658
spa,110,0.1,75526.png,stego,-0.027081
chi,110,0.1,75881.png,stego,0.0
rs,110,0.1,75881.png,stego,0.029059
spa,110,0.1,75881.png,stego,0.026314
chi,110,0.1,75915.png,stego,0.0
rs,110,0.1,75915.png,stego,0.017749
spa,110,0.1,75915.png,stego,0.017725
chi,110,0.1,76485.png,stego,0.0
rs,110,0.1,76485.png,stego,0.235432
spa,110,0.1,76485.png,stego,0.16684
chi,110,0.1,76570.png,stego,3.9e-05
rs,110,0.1,76570.png,stego,0.076691
spa,110,0.1,76570.png,stego,0.024189
chi,110,0.1,77111.png,stego,0.223782
rs,110,0.1,77111.png,stego,0.085944
spa,110,0.1,77111.png,stego,0.25114
chi,110,0.1,77129.png,stego,0.999581
rs,110,0.1,77129.png,stego,0.032706
spa,110,0.1,77129.png,stego,-0.071889
chi,110,0.1,77237.png,stego,0.999985
rs,110,0.1,77237.png,stego,-0.10115
spa,110,0.1,77237.png,stego,-0.164971
chi,110,0.1,77925.png,stego,0.969358
rs,110,0.1,77925.png,stego,-0.080354
spa,110,0.1,77925.png,stego,-0.043711
chi,110,0.1,77993.png,stego,0.421321
rs,110,0.1,77993.png,stego,0.129318
spa,110,0.1,77993.png,stego,-0.080664
chi,110,0.1,78194.png,stego,0.087991
rs,110,0.1,78194.png,stego,-0.001742
spa,110,0.1,78194.png,stego,0.008065
chi,110,0.1,78505.png,stego,0.985884
rs,110,0.1,78505.png,stego,-0.054634
spa,110,0.1,78505.png,stego,-0.00913
chi,110,0.1,78908.png,stego,0.027983
rs,110,0.1,78908.png,stego,0.177545
spa,110,0.1,78908.png,stego,0.171698
chi,110,0.1,79277.png,stego,1.0
rs,110,0.1,79277.png,stego,0.047021
spa,110,0.1,79277.png,stego,-0.001376
chi,110,0.1,79508.png,stego,0.999494
rs,110,0.1,79508.png,stego,-0.035979
spa,110,0.1,79508.png,stego,-0.078315
chi,110,0.1,79819.png,stego,0.905247
rs,110,0.1,79819.png,stego,0.014081
spa,110,0.1,79819.png,stego,-0.001278
chi,110,0.1,79841.png,stego,0.671822
rs,110,0.1,79841.png,stego,0.022777
spa,110,0.1,79841.png,stego,0.002663
chi,110,0.25,00054.png,stego,0.0
rs,110,0.25,00054.png,stego,0.026701
spa,110,0.25,00054.png,stego,0.027069
chi,110,0.25,00075.png,stego,0.0
rs,110,0.25,00075.png,stego,0.045263
spa,110,0.25,00075.png,stego,0.007134
chi,110,0.25,00283.png,stego,0.0
rs,110,0.25,00283.png,stego,0.080751
spa,110,0.25,00283.png,stego,0.06278
chi,110,0.25,00465.png,stego,0.0
rs,110,0.25,00465.png,stego,0.040163
spa,110,0.25,00465.png,stego,0.022563
chi,110,0.25,01221.png,stego,1.1e-05
rs,110,0.25,01221.png,stego,-0.004018
spa,110,0.25,01221.png,stego,0.076147
chi,110,0.25,01268.png,stego,0.0
rs,110,0.25,01268.png,stego,0.032108
spa,110,0.25,01268.png,stego,0.025112
chi,110,0.25,01935.png,stego,0.0
rs,110,0.25,01935.png,stego,0.114756
spa,110,0.25,01935.png,stego,0.075607
chi,110,0.25,02553.png,stego,0.0
rs,110,0.25,02553.png,stego,-0.0162
spa,110,0.25,02553.png,stego,0.005054
chi,110,0.25,03102.png,stego,0.0
rs,110,0.25,03102.png,stego,0.161858
spa,110,0.25,03102.png,stego,0.115395
chi,110,0.25,03249.png,stego,0.0
rs,110,0.25,03249.png,stego,0.051895
spa,110,0.25,03249.png,stego,0.020962
chi,110,0.25,04166.png,stego,0.0
rs,110,0.25,04166.png,stego,0.091617
spa,110,0.25,04166.png,stego,0.126452
chi,110,0.25,04208.png,stego,0.0
rs,110,0.25,04208.png,stego,0.030022
spa,110,0.25,04208.png,stego,0.025163
chi,110,0.25,04723.png,stego,0.0
rs,110,0.25,04723.png,stego,0.031344
spa,110,0.25,04723.png,stego,-0.019952
chi,110,0.25,05230.png,stego,0.0
rs,110,0.25,05230.png,stego,0.005361
spa,110,0.25,05230.png,stego,0.004386
chi,110,0.25,05483.png,stego,0.0
rs,110,0.25,05483.png,stego,0.28879
spa,110,0.25,05483.png,stego,0.288371
chi,110,0.25,05696.png,stego,0.000478
rs,110,0.25,05696.png,stego,-0.019952
spa,110,0.25,05696.png,stego,0.076365
chi,110,0.25,05818.png,stego,0.000374
rs,110,0.25,05818.png,stego,0.051929
spa,110,0.25,05818.png,stego,0.081812
chi,110,0.25,06007.png,stego,0.0
rs,110,0.25,06007.png,stego,0.061368
spa,110,0.25,06007.png,stego,0.019121
chi,110,0.25,06176.png,stego,0.0
rs,110,0.25,06176.png,stego,0.040385
spa,110,0.25,06176.png,stego,-0.014572
chi,110,0.25,06573.png,stego,0.0
rs,110,0.25,06573.png,stego,0.198827
spa,110,0.25,06573.png,stego,0.117921
chi,110,0.25,06631.png,stego,0.0
rs,110,0.25,06631.png,stego,0.139687
spa,110,0.25,06631.png,stego,0.06509
chi,110,0.25,07456.png,stego,6e-06
rs,110,0.25,07456.png,stego,0.024913
spa,110,0.25,07456.png,stego,0.019944
chi,110,0.25,07666.png,stego,0.0
rs,110,0.25,07666.png,stego,0.017296
spa,110,0.25,07666.png,stego,0.058628
chi,110,0.25,07686.png,stego,0.0
rs,110,0.25,07686.png,stego,0.430313
spa,110,0.25,07686.png,stego,0.336631
chi,110,0.25,07945.png,stego,0.0
rs,110,0.25,07945.png,stego,0.03915
spa,110,0.25,07945.png,stego,0.057246
chi,110,0.25,07990.png,stego,0.0
rs,110,0.25,07990.png,stego,-0.018825
spa,110,0.25,07990.png,stego,-0.010589
chi,110,0.25,08393.png,stego,0.0
rs,110,0.25,08393.png,stego,0.034326
spa,110,0.25,08393.png,stego,0.025209
chi,110,0.25,08835.png,stego,1.7e-05
rs,110,0.25,08835.png,stego,0.039561
spa,110,0.25,08835.png,stego,0.034549
chi,110,0.25,08908.png,stego,0.0
rs,110,0.25,08908.png,stego,0.020472
spa,110,0.25,08908.png,stego,0.025963
chi,110,0.25,09017.png,stego,0.0
rs,110,0.25,09017.png,stego,1.889604
spa,110,0.25,09017.png,stego,0.575771
chi,110,0.25,09100.png,stego,0.0
rs,110,0.25,09100.png,stego,0.054446
spa,110,0.25,09100.png,stego,0.036766
chi,110,0.25,09117.png,stego,0.0
rs,110,0.25,09117.png,stego,0.018879
spa,110,0.25,09117.png,stego,0.030114
chi,110,0.25,09172.png,stego,0.0
rs,110,0.25,09172.png,stego,0.014401
spa,110,0.25,09172.png,stego,0.020372
chi,110,0.25,09359.png,stego,0.0
rs,110,0.25,09359.png,stego,0.089831
spa,110,0.25,09359.png,stego,0.077117
chi,110,0.25,09603.png,stego,6e-06
rs,110,0.25,09603.png,stego,0.047781
spa,110,0.25,09603.png,stego,0.009263
chi,110,0.25,09863.png,stego,0.0
rs,110,0.25,09863.png,stego,0.025462
spa,110,0.25,09863.png,stego,0.029083
chi,110,0.25,09881.png,stego,0.0
rs,110,0.25,09881.png,stego,0.013148
spa,110,0.25,09881.png,stego,0.041819
chi,110,0.25,10746.png,stego,0.0
rs,110,0.25,10746.png,stego,1.149083
spa,110,0.25,10746.png,stego,0.564149
chi,110,0.25,11115.png,stego,0.0
rs,110,0.25,11115.png,stego,-0.025971
spa,110,0.25,11115.png,stego,0.014372
chi,110,0.25,11396.png,stego,0.0
rs,110,0.25,11396.png,stego,0.139997
spa,110,0.25,11396.png,stego,0.131914
chi,110,0.25,12241.png,stego,0.0
rs,110,0.25,12241.png,stego,0.031948
spa,110,0.25,12241.png,stego,0.022688
chi,110,0.25,12281.png,stego,0.0
rs,110,0.25,12281.png,stego,0.018015
spa,110,0.25,12281.png,stego,0.032148
chi,110,0.25,12364.png,stego,0.0
rs,110,0.25,12364.png,stego,0.026863
spa,110,0.25,12364.png,stego,0.037592
chi,110,0.25,12677.png,stego,0.0
rs,110,0.25,12677.png,stego,0.325544
spa,110,0.25,12677.png,stego,0.238356
chi,110,0.25,12705.png,stego,0.00178
rs,110,0.25,12705.png,stego,0.028314
spa,110,0.25,12705.png,stego,-0.012881
chi,110,0.25,12834.png,stego,0.0
rs,110,0.25,12834.png,stego,0.404987
spa,110,0.25,12834.png,stego,0.3168
chi,110,0.25,12900.png,stego,0.000601
rs,110,0.25,12900.png,stego,0.1124
spa,110,0.25,12900.png,stego,0.021911
chi,110,0.25,13397.png,stego,0.0
rs,110,0.25,13397.png,stego,0.07378
spa,110,0.25,13397.png,stego,0.158352
chi,110,0.25,13948.png,stego,0.0
rs,110,0.25,13948.png,stego,0.088152
spa,110,0.25,13948.png,stego,0.079792
chi,110,0.25,14622.png,stego,0.0
rs,110,0.25,14622.png,stego,0.069048
spa,110,0.25,14622.png,stego,0.047701
chi,110,0.25,15015.png,stego,0.0
rs,110,0.25,15015.png,stego,0.024602
spa,110,0.25,15015.png,stego,0.023395
chi,110,0.25,15119.png,stego,0.0
rs,110,0.25,15119.png,stego,0.240479
spa,110,0.25,15119.png,stego,0.181816
chi,110,0.25,16335.png,stego,0.0
rs,110,0.25,16335.png,stego,0.035724
spa,110,0.25,16335.png,stego,0.05653
chi,110,0.25,16362.png,stego,0.0
rs,110,0.25,16362.png,stego,0.032202
spa,110,0.25,16362.png,stego,0.01523
chi,110,0.25,16484.png,stego,8.9e-05
rs,110,0.25,16484.png,stego,0.069188
spa,110,0.25,16484.png,stego,0.065595
chi,110,0.25,16684.png,stego,0.0
rs,110,0.25,16684.png,stego,0.056026
spa,110,0.25,16684.png,stego,-0.005047
chi,110,0.25,16705.png,stego,0.0
rs,110,0.25,16705.png,stego,0.034534
spa,110,0.25,16705.png,stego,0.053029
chi,110,0.25,16829.png,stego,0.001622
rs,110,0.25,16829.png,stego,0.010204
spa,110,0.25,16829.png,stego,0.01604
chi,110,0.25,17155.png,stego,0.000191
rs,110,0.25,17155.png,stego,0.091876
spa,110,0.25,17155.png,stego,-0.054581
chi,110,0.25,17343.png,stego,0.0
rs,110,0.25,17343.png,stego,0.068691
spa,110,0.25,17343.png,stego,0.047486
chi,110,0.25,17362.png,stego,0.0
rs,110,0.25,17362.png,stego,0.046108
spa,110,0.25,17362.png,stego,0.063463
chi,110,0.25,17602.png,stego,0.0
rs,110,0.25,17602.png,stego,0.086581
spa,110,0.25,17602.png,stego,-0.03239
chi,110,0.25,18290.png,stego,0.0
rs,110,0.25,18290.png,stego,0.039428
spa,110,0.25,18290.png,stego,0.022974
chi,110,0.25,18374.png,stego,0.0
rs,110,0.25,18374.png,stego,-0.033246
spa,110,0.25,18374.png,stego,-0.005259
chi,110,0.25,18727.png,stego,0.0
rs,110,0.25,18727.png,stego,0.022756
spa,110,0.25,18727.png,stego,0.026029
chi,110,0.25,19411.png,stego,0.0
rs,110,0.25,19411.png,stego,-0.085996
spa,110,0.25,19411.png,stego,-0.078396
chi,110,0.25,20033.png,stego,0.0
rs,110,0.25,20033.png,stego,0.019412
spa,110,0.25,20033.png,stego,0.030508
chi,110,0.25,20034.png,stego,0.0
rs,110,0.25,20034.png,stego,0.020999
spa,110,0.25,20034.png,stego,0.00125
chi,110,0.25,20290.png,stego,0.0
rs,110,0.25,20290.png,stego,0.018613
spa,110,0.25,20290.png,stego,0.023129
chi,110,0.25,20867.png,stego,0.0
rs,110,0.25,20867.png,stego,0.064311
spa,110,0.25,20867.png,stego,0.056449
chi,110,0.25,20927.png,stego,0.0
rs,110,0.25,20927.png,stego,0.011225
spa,110,0.25,20927.png,stego,0.022288
chi,110,0.25,20970.png,stego,0.0
rs,110,0.25,20970.png,stego,0.054766
spa,110,0.25,20970.png,stego,0.067972
chi,110,0.25,21175.png,stego,1.3e-05
rs,110,0.25,21175.png,stego,0.057146
spa,110,0.25,21175.png,stego,0.088606
chi,110,0.25,21179.png,stego,0.0
rs,110,0.25,21179.png,stego,0.045634
spa,110,0.25,21179.png,stego,0.017581
chi,110,0.25,21320.png,stego,0.0
rs,110,0.25,21320.png,stego,0.02254
spa,110,0.25,21320.png,stego,0.016725
chi,110,0.25,21580.png,stego,0.0
rs,110,0.25,21580.png,stego,0.020804
spa,110,0.25,21580.png,stego,0.034752
chi,110,0.25,23207.png,stego,0.0
rs,110,0.25,23207.png,stego,0.135013
spa,110,0.25,23207.png,stego,0.118772
chi,110,0.25,23417.png,stego,0.0
rs,110,0.25,23417.png,stego,0.010138
spa,110,0.25,23417.png,stego,0.038042
chi,110,0.25,24051.png,stego,0.0
rs,110,0.25,24051.png,stego,0.053254
spa,110,0.25,24051.png,stego,0.045666
chi,110,0.25,24958.png,stego,0.0
rs,110,0.25,24958.png,stego,0.028132
spa,110,0.25,24958.png,stego,0.010223
chi,110,0.25,25145.png,stego,0.0
rs,110,0.25,25145.png,stego,0.04957
spa,110,0.25,25145.png,stego,0.047997
chi,110,0.25,25314.png,stego,0.0
rs,110,0.25,25314.png,stego,0.017675
spa,110,0.25,25314.png,stego,0.034516
chi,110,0.25,26159.png,stego,0.0
rs,110,0.25,26159.png,stego,0.031355
spa,110,0.25,26159.png,stego,0.049152
chi,110,0.25,26366.png,stego,0.0
rs,110,0.25,26366.png,stego,0.336235
spa,110,0.25,26366.png,stego,0.253036
chi,110,0.25,27461.png,stego,0.0
rs,110,0.25,27461.png,stego,0.194583
spa,110,0.25,27461.png,stego,0.169027
chi,110,0.25,27608.png,stego,0.0
rs,110,0.25,27608.png,stego,0.021513
spa,110,0.25,27608.png,stego,0.036799
chi,110,0.25,27654.png,stego,0.0
rs,110,0.25,27654.png,stego,0.019295
spa,110,0.25,27654.png,stego,0.024125
chi,110,0.25,27761.png,stego,0.0
rs,110,0.25,27761.png,stego,0.068262
spa,110,0.25,27761.png,stego,0.071578
chi,110,0.25,27939.png,stego,0.0
rs,110,0.25,27939.png,stego,0.389545
spa,110,0.25,27939.png,stego,0.307367
chi,110,0.25,28535.png,stego,0.0
rs,110,0.25,28535.png,stego,0.028723
spa,110,0.25,28535.png,stego,0.01971
chi,110,0.25,28747.png,stego,0.0
rs,110,0.25,28747.png,stego,0.20797
spa,110,0.25,28747.png,stego,0.050298
chi,110,0.25,28865.png,stego,0.0
rs,110,0.25,28865.png,stego,0.027144
spa,110,0.25,28865.png,stego,0.02267
chi,110,0.25,28894.png,stego,0.0
rs,110,0.25,28894.png,stego,0.000192
spa,110,0.25,28894.png,stego,0.001391
chi,110,0.25,29257.png,stego,2.9e-05
rs,110,0.25,29257.png,stego,0.000672
spa,110,0.25,29257.png,stego,0.006088
chi,110,0.25,29452.png,stego,0.0
rs,110,0.25,29452.png,stego,0.072376
spa,110,0.25,29452.png,stego,0.048532
chi,110,0.25,29872.png,stego,0.0
rs,110,0.25,29872.png,stego,0.03997
spa,110,0.25,29872.png,stego,0.067826
chi,110,0.25,30008.png,stego,0.0
rs,110,0.25,30008.png,stego,0.005571
spa,110,0.25,30008.png,stego,0.04415
chi,110,0.25,30022.png,stego,0.0
rs,110,0.25,30022.png,stego,0.072056
spa,110,0.25,30022.png,stego,0.116122
chi,110,0.25,30496.png,stego,0.0
rs,110,0.25,30496.png,stego,0.019375
spa,110,0.25,30496.png,stego,-0.005675
chi,110,0.25,31030.png,stego,1.4e-05
rs,110,0.25,31030.png,stego,0.066449
spa,110,0.25,31030.png,stego,0.038291
chi,110,0.25,31286.png,stego,0.0
rs,110,0.25,31286.png,stego,0.071863
spa,110,0.25,31286.png,stego,0.048426
chi,110,0.25,31386.png,stego,0.0
rs,110,0.25,31386.png,stego,0.017853
spa,110,0.25,31386.png,stego,0.035035
chi,110,0.25,32528.png,stego,7e-06
rs,110,0.25,32528.png,stego,-0.003015
spa,110,0.25,32528.png,stego,-0.007547
chi,110,0.25,32707.png,stego,0.0
rs,110,0.25,32707.png,stego,0.419996
spa,110,0.25,32707.png,stego,0.178521
chi,110,0.25,32954.png,stego,0.001503
rs,110,0.25,32954.png,stego,0.095786
spa,110,0.25,32954.png,stego,0.099526
chi,110,0.25,34238.png,stego,2e-06
rs,110,0.25,34238.png,stego,0.054892
spa,110,0.25,34238.png,stego,0.042195
chi,110,0.25,34439.png,stego,0.0
rs,110,0.25,34439.png,stego,0.032476
spa,110,0.25,34439.png,stego,0.015803
chi,110,0.25,34523.png,stego,0.00047
rs,110,0.25,34523.png,stego,0.023656
spa,110,0.25,34523.png,stego,0.011846
chi,110,0.25,34719.png,stego,0.0
rs,110,0.25,34719.png,stego,0.032681
spa,110,0.25,34719.png,stego,0.012062
chi,110,0.25,34761.png,stego,0.0
rs,110,0.25,34761.png,stego,0.028175
spa,110,0.25,34761.png,stego,0.024763
chi,110,0.25,34796.png,stego,0.0
rs,110,0.25,34796.png,stego,0.346966
spa,110,0.25,34796.png,stego,0.36104
chi,110,0.25,34971.png,stego,0.0
rs,110,0.25,34971.png,stego,0.049
spa,110,0.25,34971.png,stego,0.023811
chi,110,0.25,34974.png,stego,0.0
rs,110,0.25,34974.png,stego,0.328068
spa,110,0.25,34974.png,stego,0.331172
chi,110,0.25,34994.png,stego,0.0
rs,110,0.25,34994.png,stego,0.015846
spa,110,0.25,34994.png,stego,0.019871
chi,110,0.25,35698.png,stego,0.0
rs,110,0.25,35698.png,stego,-0.001582
spa,110,0.25,35698.png,stego,0.025637
chi,110,0.25,36435.png,stego,0.0
rs,110,0.25,36435.png,stego,0.00959
spa,110,0.25,36435.png,stego,0.030847
chi,110,0.25,36586.png,stego,0.0
rs,110,0.25,36586.png,stego,0.029613
spa,110,0.25,36586.png,stego,0.038034
chi,110,0.25,37197.png,stego,0.0
rs,110,0.25,37197.png,stego,0.002122
spa,110,0.25,37197.png,stego,-0.034602
chi,110,0.25,37389.png,stego,0.0
rs,110,0.25,37389.png,stego,0.056866
spa,110,0.25,37389.png,stego,0.023737
chi,110,0.25,38428.png,stego,0.0
rs,110,0.25,38428.png,stego,0.017496
spa,110,0.25,38428.png,stego,0.017293
chi,110,0.25,38470.png,stego,0.0
rs,110,0.25,38470.png,stego,0.011752
spa,110,0.25,38470.png,stego,0.00686
chi,110,0.25,38891.png,stego,0.0
rs,110,0.25,38891.png,stego,0.299161
spa,110,0.25,38891.png,stego,0.312307
chi,110,0.25,39118.png,stego,0.0
rs,110,0.25,39118.png,stego,0.036391
spa,110,0.25,39118.png,stego,0.032511
chi,110,0.25,39241.png,stego,0.0
rs,110,0.25,39241.png,stego,0.007464
spa,110,0.25,39241.png,stego,0.001352
chi,110,0.25,39652.png,stego,0.0
rs,110,0.25,39652.png,stego,0.024293
spa,110,0.25,39652.png,stego,0.02596
chi,110,0.25,39830.png,stego,0.0
rs,110,0.25,39830.png,stego,0.043125
spa,110,0.25,39830.png,stego,-0.016888
chi,110,0.25,40405.png,stego,0.0
rs,110,0.25,40405.png,stego,0.048927
